AnimalID	DOB	Death	Removal.Date	Sex	Maternal.ID	Matriline	DamGen	SireGen	Natal.Group	Status	Birth.Season	Idcode
I68TY	4/24/68	NA	12/9/68	MALE	TY	CD	NA	NA	C	REMOVE	1968	NA
I68UB	4/28/68	NA	12/9/68	MALE	UB	AW	NA	NA	C	REMOVE	1968	NA
I68WZ	4/20/68	NA	12/9/68	MALE	WZ	112	NA	NA	C	REMOVE	1968	NA
1T	3/13/67	NA	12/9/68	FEMALE	XM	038	NA	NA	C	REMOVE	1967	NA
I68YX	5/10/68	NA	12/9/68	MALE	YX	A48	NA	NA	C	REMOVE	1968	NA
I68ZG	3/13/68	NA	12/9/68	FEMALE	ZG	060	NA	NA	C	REMOVE	1968	NA
I68ZL	2/25/68	NA	12/9/68	MALE	ZL	EW	NA	NA	C	REMOVE	1968	NA
107	1/1/55	NA	12/9/68	MALE	NA	107	NA	NA	U	REMOVE	1955	NA
YZ	3/11/63	NA	12/16/68	MALE	003	003	NA	NA	C	REMOVE	1963	NA
B8	3/14/65	NA	12/16/68	MALE	003	003	NA	NA	C	REMOVE	1965	NA
S1	3/2/66	NA	12/16/68	MALE	003	003	NA	NA	C	REMOVE	1966	NA
UE	4/4/62	NA	12/16/68	MALE	007	007	NA	NA	A	REMOVE	1962	NA
XM	3/15/63	NA	12/16/68	FEMALE	038	038	NA	NA	C	REMOVE	1963	NA
KK	4/1/59	NA	12/16/68	FEMALE	055	055	NA	NA	U	REMOVE	1959	NA
NM	3/6/61	NA	12/16/68	FEMALE	055	055	NA	NA	C	REMOVE	1961	NA
2R	2/13/67	NA	12/16/68	FEMALE	055	055	NA	NA	C	REMOVE	1967	NA
R005	1/1/56	NA	12/16/68	FEMALE	060	060	NA	NA	U	REMOVE	1956	NA
LN	3/10/60	NA	12/16/68	FEMALE	074	074	NA	NA	C	REMOVE	1960	NA
AG	3/18/58	NA	12/16/68	MALE	084	084	NA	NA	U	REMOVE	1958	NA
YD	1/27/63	NA	12/16/68	FEMALE	088	088	NA	NA	C	REMOVE	1963	NA
GL	3/9/64	NA	12/16/68	FEMALE	088	088	NA	NA	C	REMOVE	1964	NA
C6	3/10/65	NA	12/16/68	FEMALE	088	088	NA	NA	C	REMOVE	1965	NA
I68088	2/19/68	NA	12/16/68	FEMALE	088	088	NA	NA	C	REMOVE	1968	NA
S002	1/1/57	NA	12/16/68	FEMALE	A48	A48	NA	NA	U	REMOVE	1957	NA
I68AE	3/24/68	NA	12/16/68	MALE	AE	AE	NA	NA	C	REMOVE	1968	NA
NH	5/30/60	NA	12/16/68	FEMALE	AT	AT	NA	NA	C	REMOVE	1960	NA
TS	4/27/62	NA	12/16/68	MALE	AU	035	NA	NA	C	REMOVE	1962	NA
UB	3/31/62	NA	12/16/68	FEMALE	AW	AW	NA	NA	C	REMOVE	1962	NA
2Q	2/24/67	NA	12/16/68	MALE	BX	EW	NA	NA	C	REMOVE	1967	NA
TY	4/17/62	NA	12/16/68	FEMALE	CD	CD	NA	NA	C	REMOVE	1962	NA
DP	1/1/58	NA	12/16/68	MALE	DA	DA	NA	NA	U	REMOVE	1958	NA
NF	4/2/61	NA	12/16/68	FEMALE	DA	DA	NA	NA	C	REMOVE	1961	NA
4J	3/23/67	NA	12/16/68	MALE	EL	112	NA	NA	C	REMOVE	1967	NA
FW	2/6/64	NA	12/16/68	MALE	EW	EW	NA	NA	C	REMOVE	1964	NA
B3	3/2/65	NA	12/16/68	MALE	EW	EW	NA	NA	C	REMOVE	1965	NA
I68GL	2/6/68	NA	12/16/68	MALE	GL	088	NA	NA	C	REMOVE	1968	NA
YY	5/15/62	NA	12/16/68	FEMALE	HD	CD	NA	NA	C	REMOVE	1962	NA
R1	3/14/65	NA	12/16/68	FEMALE	IJ	AE	NA	NA	C	REMOVE	1965	NA
C9	2/9/65	NA	12/16/68	MALE	IK	055	NA	NA	C	REMOVE	1965	NA
2W	3/3/67	NA	12/16/68	FEMALE	IK	055	NA	NA	C	REMOVE	1967	NA
E6	3/3/65	NA	12/16/68	MALE	JK	CD	NA	NA	C	REMOVE	1965	NA
5A	4/6/67	NA	12/16/68	FEMALE	K5	003	NA	NA	C	REMOVE	1967	NA
U4	3/4/66	NA	12/16/68	FEMALE	KK	055	NA	NA	C	REMOVE	1966	NA
5H	3/10/67	NA	12/16/68	MALE	KK	055	NA	NA	C	REMOVE	1967	NA
I68KK	3/10/68	NA	12/16/68	FEMALE	KK	055	NA	NA	C	REMOVE	1968	NA
R2	3/10/66	NA	12/16/68	FEMALE	KW	PF	NA	NA	C	REMOVE	1966	NA
I68LN	3/15/68	NA	12/16/68	FEMALE	LN	074	NA	NA	C	REMOVE	1968	NA
S9	4/7/66	NA	12/16/68	FEMALE	NH	AT	NA	NA	C	REMOVE	1966	NA
WZ	2/21/64	NA	12/16/68	FEMALE	NI	112	NA	NA	C	REMOVE	1964	NA
1P	3/23/67	NA	12/16/68	FEMALE	NI	112	NA	NA	C	REMOVE	1967	NA
I68NK	2/21/68	NA	12/16/68	FEMALE	NK	117	NA	NA	C	REMOVE	1968	NA
I68NM	3/17/68	NA	12/16/68	FEMALE	NM	055	NA	NA	C	REMOVE	1968	NA
I68R005	3/1/68	NA	12/16/68	MALE	R005	060	NA	NA	C	REMOVE	1968	NA
UQ	5/4/60	NA	12/16/68	FEMALE	R011	083	NA	NA	G	REMOVE	1960	NA
H4	2/25/65	NA	12/16/68	FEMALE	UQ	083	NA	NA	C	REMOVE	1965	NA
5Q	2/22/67	NA	12/16/68	MALE	UQ	083	NA	NA	C	REMOVE	1967	NA
I68YD	3/24/68	NA	12/16/68	MALE	YD	088	NA	NA	C	REMOVE	1968	NA
1R	3/3/67	NA	12/16/68	FEMALE	YO	112	NA	NA	C	REMOVE	1967	NA
I68YY	4/11/68	NA	12/16/68	MALE	YY	CD	NA	NA	C	REMOVE	1968	NA
003	1/1/54	NA	12/16/68	FEMALE	NA	003	NA	NA	U	REMOVE	1954	NA
AE	1/1/54	NA	12/16/68	FEMALE	NA	AE	NA	NA	U	REMOVE	1944	NA
088	1/1/55	NA	12/16/68	FEMALE	NA	088	NA	NA	U	REMOVE	1955	NA
074	1/1/56	NA	12/16/68	FEMALE	NA	074	NA	NA	U	REMOVE	1956	NA
I68074	6/30/68	NA	12/17/68	FEMALE	074	074	NA	NA	C	REMOVE	1968	NA
KR	4/27/59	NA	12/17/68	FEMALE	AT	AT	NA	NA	U	REMOVE	1959	NA
I68KR	3/24/68	NA	12/17/68	FEMALE	KR	AT	NA	NA	C	REMOVE	1968	NA
GX	2/28/64	NA	1/13/69	MALE	015	015	NA	NA	A	REMOVE	1964	NA
S6	3/8/65	NA	1/13/69	FEMALE	038	038	NA	NA	C	REMOVE	1965	NA
1E	3/2/67	NA	1/13/69	MALE	038	038	NA	NA	C	REMOVE	1967	NA
M2	1/13/66	NA	1/13/69	MALE	055	055	NA	NA	C	REMOVE	1966	NA
ND	3/21/60	NA	1/13/69	FEMALE	059	059	NA	NA	C	REMOVE	1960	NA
4X	4/16/67	NA	1/13/69	FEMALE	074	074	NA	NA	C	REMOVE	1967	NA
GH	2/18/64	NA	1/13/69	FEMALE	094	094	NA	NA	C	REMOVE	1964	NA
I68094	6/1/68	NA	1/13/69	MALE	094	094	NA	NA	C	REMOVE	1968	NA
I68AT	2/24/68	NA	1/13/69	NA	AT	AT	NA	NA	C	REMOVE	1968	NA
S2	2/25/66	NA	1/13/69	FEMALE	DJ	CJ	NA	NA	C	REMOVE	1966	NA
FT	2/6/64	NA	1/13/69	MALE	DT	22	NA	NA	A	REMOVE	1964	NA
I1	5/24/65	NA	1/13/69	MALE	DT	22	NA	NA	A	REMOVE	1965	NA
GA	4/1/64	NA	1/13/69	MALE	DZ	RB	NA	NA	A	REMOVE	1964	NA
I68GH	3/1/68	NA	1/13/69	FEMALE	GH	094	NA	NA	C	REMOVE	1968	NA
U2	3/18/66	NA	1/13/69	MALE	IK	055	NA	NA	C	REMOVE	1966	NA
4Z	2/13/67	NA	1/13/69	MALE	KR	AT	NA	NA	C	REMOVE	1967	NA
1Y	3/2/67	NA	1/13/69	MALE	KW	PF	NA	NA	C	REMOVE	1967	NA
1K	2/28/67	NA	1/13/69	FEMALE	TZ	038	NA	NA	C	REMOVE	1967	NA
094	1/1/51	NA	1/13/69	FEMALE	NA	094	NA	NA	U	REMOVE	1944	NA
K5	4/7/62	NA	1/14/69	FEMALE	003	003	NA	NA	C	REMOVE	1962	NA
HD	1/1/58	NA	1/14/69	FEMALE	CD	CD	NA	NA	U	REMOVE	1958	NA
D9	5/18/64	NA	1/14/69	FEMALE	CH	AE	NA	NA	C	REMOVE	1964	NA
U8	2/8/66	NA	1/14/69	MALE	CH	AE	NA	NA	C	REMOVE	1966	NA
B7	3/3/65	NA	1/14/69	FEMALE	DC	003	NA	NA	C	REMOVE	1965	NA
I68HD	2/16/68	NA	1/14/69	MALE	HD	CD	NA	NA	C	REMOVE	1968	NA
GR	3/7/64	NA	1/14/69	FEMALE	IJ	AE	NA	NA	C	REMOVE	1964	NA
U1	2/28/66	NA	1/14/69	FEMALE	IJ	AE	NA	NA	C	REMOVE	1966	NA
I68K5	4/10/68	NA	1/14/69	FEMALE	K5	003	NA	NA	C	REMOVE	1968	NA
M3	3/26/65	NA	1/14/69	FEMALE	ND	059	NA	NA	C	REMOVE	1965	NA
5X	5/11/67	NA	1/14/69	FEMALE	TX	074	NA	NA	C	REMOVE	1967	NA
5I	2/21/67	NA	1/14/69	MALE	XB	117	NA	NA	C	REMOVE	1967	NA
AT	1/1/53	NA	1/14/69	FEMALE	NA	AT	NA	NA	U	REMOVE	1944	NA
038	1/1/54	NA	1/14/69	FEMALE	NA	038	NA	NA	U	REMOVE	1954	NA
ZT	1/27/64	NA	1/20/69	FEMALE	DC	003	NA	NA	C	REMOVE	1964	NA
Y2	5/7/67	NA	1/20/69	MALE	UL	029	NA	NA	C	REMOVE	1967	NA
I68ZT	3/29/68	NA	1/20/69	MALE	ZT	003	NA	NA	C	REMOVE	1968	NA
I68055	2/16/68	NA	1/21/69	MALE	055	055	NA	NA	C	REMOVE	1968	NA
I68GR	3/5/68	NA	1/21/69	FEMALE	GR	AE	NA	NA	C	REMOVE	1968	NA
I68IK	2/24/68	NA	1/21/69	MALE	IK	055	NA	NA	C	REMOVE	1968	NA
V5	3/24/66	NA	1/21/69	FEMALE	LL	105	NA	NA	C	REMOVE	1966	NA
X6	4/11/66	NA	2/4/69	MALE	074	074	NA	NA	C	REMOVE	1966	NA
OK	3/6/64	NA	2/4/69	FEMALE	AT	AT	NA	NA	C	REMOVE	1964	NA
YN	2/22/63	NA	2/4/69	FEMALE	DA	DA	NA	NA	C	REMOVE	1963	NA
G9	2/16/65	NA	2/4/69	MALE	S002	A48	NA	NA	C	REMOVE	1965	NA
5E	3/17/67	NA	2/4/69	FEMALE	UM	010	NA	NA	C	REMOVE	1967	NA
I69YN	1/31/69	NA	2/4/69	NA	YN	DA	NA	NA	C	REMOVE	1969	NA
OF	4/15/64	NA	2/10/69	FEMALE	075	075	NA	NA	C	REMOVE	1964	NA
AT63	2/1/63	NA	2/10/69	FEMALE	AT	AT	NA	NA	C	REMOVE	1963	NA
ZJ	3/20/64	NA	2/10/69	MALE	IS	024	NA	NA	E	REMOVE	1964	NA
I68OF	2/17/68	NA	2/10/69	FEMALE	OF	075	NA	NA	C	REMOVE	1968	NA
G5	3/10/65	NA	2/10/69	MALE	S	058	NA	NA	A	REMOVE	1965	NA
KT	2/10/59	NA	3/3/69	MALE	120	120	NA	NA	U	REMOVE	1959	NA
I68D9	3/11/68	NA	3/3/69	FEMALE	D9	AE	NA	NA	C	REMOVE	1968	NA
T5	2/26/66	NA	3/3/69	MALE	DC	003	NA	NA	C	REMOVE	1966	NA
I68EL	3/17/68	NA	3/3/69	FEMALE	EL	112	NA	NA	C	REMOVE	1968	NA
I68GE	5/24/68	NA	3/3/69	FEMALE	GE	059	NA	NA	C	REMOVE	1968	NA
I68GU	3/1/68	NA	3/3/69	FEMALE	GU	074	NA	NA	C	REMOVE	1968	NA
I68H1	4/12/68	NA	3/3/69	FEMALE	H1	AT	NA	NA	C	REMOVE	1968	NA
I68NH	2/17/68	NA	3/3/69	FEMALE	NH	AT	NA	NA	C	REMOVE	1968	NA
I68OK	6/1/68	NA	3/3/69	FEMALE	OK	AT	NA	NA	C	REMOVE	1968	NA
G1	2/23/65	NA	3/3/69	FEMALE	R005	060	NA	NA	C	REMOVE	1965	NA
I68TX	5/25/68	NA	3/3/69	FEMALE	TX	074	NA	NA	C	REMOVE	1968	NA
I68UQ	4/9/68	NA	3/3/69	FEMALE	UQ	083	NA	NA	C	REMOVE	1968	NA
1M	2/23/67	NA	3/3/69	MALE	YY	CD	NA	NA	C	REMOVE	1967	NA
J9	4/11/65	NA	3/4/69	FEMALE	074	074	NA	NA	C	REMOVE	1965	NA
ZL	2/21/64	NA	3/4/69	FEMALE	BX	EW	NA	NA	C	REMOVE	1964	NA
I67094	5/25/67	NA	3/5/69	MALE	094	094	NA	NA	C	REMOVE	1967	NA
W5	2/25/66	NA	3/10/69	FEMALE	112	112	NA	NA	C	REMOVE	1966	NA
W9	3/2/66	NA	3/10/69	FEMALE	K5	003	NA	NA	C	REMOVE	1966	NA
6A	6/6/67	NA	3/10/69	FEMALE	LR	A48	NA	NA	C	REMOVE	1967	NA
I69LR	2/19/69	NA	3/10/69	FEMALE	LR	A48	NA	NA	C	REMOVE	1969	NA
LR	4/19/61	NA	3/10/69	FEMALE	S002	A48	NA	NA	C	REMOVE	1961	NA
GU	4/24/64	NA	3/11/69	FEMALE	074	074	NA	NA	C	REMOVE	1964	NA
X1	3/25/66	NA	3/11/69	MALE	094	094	NA	NA	C	REMOVE	1966	NA
M1	2/25/66	NA	3/11/69	FEMALE	AT	AT	NA	NA	C	REMOVE	1966	NA
FO	2/5/64	NA	3/11/69	MALE	KK	055	NA	NA	C	REMOVE	1964	NA
J4	3/4/65	NA	3/11/69	FEMALE	NF	DA	NA	NA	C	REMOVE	1965	NA
9G	1/1/68	NA	3/11/69	MALE	NA	9G	NA	NA	C	REMOVE	1968	NA
TX	4/18/62	NA	3/12/69	FEMALE	074	074	NA	NA	C	REMOVE	1962	NA
4Q	3/3/67	NA	3/17/69	FEMALE	HR	010	NA	NA	C	REMOVE	1967	NA
2V	2/6/67	NA	3/18/69	FEMALE	YD	088	NA	NA	C	REMOVE	1967	NA
I69055	2/19/69	NA	3/20/69	MALE	055	055	NA	NA	C	REMOVE	1969	NA
055	1/1/54	NA	3/20/69	FEMALE	NA	055	NA	NA	U	REMOVE	1954	NA
OA	2/28/64	NA	3/21/69	FEMALE	DA	DA	NA	NA	C	REMOVE	1964	NA
W4	2/21/66	NA	3/26/69	FEMALE	088	088	NA	NA	C	REMOVE	1966	NA
J3	3/12/65	NA	3/26/69	FEMALE	AT	AT	NA	NA	C	REMOVE	1965	NA
I69BX	3/19/69	NA	3/26/69	FEMALE	BX	EW	NA	NA	C	REMOVE	1969	NA
BX	1/1/58	NA	3/26/69	FEMALE	EW	EW	NA	NA	U	REMOVE	1958	NA
U9	2/1/66	NA	3/26/69	MALE	HR	010	NA	NA	C	REMOVE	1966	NA
075	1/1/55	NA	3/26/69	FEMALE	NA	075	NA	NA	U	REMOVE	1955	NA
I69075	1/31/69	NA	3/27/69	MALE	075	075	NA	NA	C	REMOVE	1969	NA
IK	3/23/60	NA	4/2/69	FEMALE	055	055	NA	NA	C	REMOVE	1960	NA
OI	2/15/64	NA	4/2/69	FEMALE	117	117	NA	NA	C	REMOVE	1964	NA
I69IK	2/24/69	NA	4/2/69	NA	IK	055	NA	NA	C	REMOVE	1969	NA
ON	4/16/63	NA	4/14/69	MALE	R010	081	NA	NA	A	REMOVE	1963	NA
NI	2/3/61	NA	4/15/69	FEMALE	112	112	NA	NA	C	REMOVE	1961	NA
I69NI	3/18/69	NA	4/15/69	FEMALE	NI	112	NA	NA	C	REMOVE	1969	NA
FQ	3/16/64	NA	4/16/69	FEMALE	038	038	NA	NA	C	REMOVE	1964	NA
I68HR	3/19/68	NA	4/16/69	MALE	HR	010	NA	NA	C	REMOVE	1968	NA
5U	4/13/66	NA	4/16/69	MALE	NM	055	NA	NA	C	REMOVE	1966	NA
NK	1/20/61	NA	4/23/69	FEMALE	117	117	NA	NA	C	REMOVE	1961	NA
I69NK	2/18/69	NA	4/23/69	MALE	NK	117	NA	NA	C	REMOVE	1969	NA
4A	3/7/67	NA	4/24/69	FEMALE	DC	003	NA	NA	C	REMOVE	1967	NA
MC	3/15/63	NA	4/25/69	MALE	004	004	NA	NA	F	REMOVE	1963	NA
I68DC	4/13/68	NA	4/25/69	MALE	DC	003	NA	NA	C	REMOVE	1968	NA
N1	2/11/66	NA	4/25/69	MALE	HD	CD	NA	NA	C	REMOVE	1966	NA
S5	1/26/66	NA	4/25/69	FEMALE	NK	117	NA	NA	C	REMOVE	1966	NA
KS	3/1/59	NA	4/28/69	FEMALE	051	051	NA	NA	U	REMOVE	1959	NA
JN	2/11/61	NA	5/2/69	MALE	KZ	KZ	NA	NA	A	REMOVE	1961	NA
EZ	4/6/59	NA	5/5/69	MALE	073	073	NA	NA	U	REMOVE	1959	NA
YA	3/8/63	NA	5/5/69	MALE	076	076	NA	NA	F	REMOVE	1963	NA
DC	4/6/58	NA	5/12/69	FEMALE	003	003	NA	NA	U	REMOVE	1958	NA
I69DC	3/17/69	NA	5/12/69	FEMALE	DC	003	NA	NA	C	REMOVE	1969	NA
HR	4/10/59	NA	5/16/69	FEMALE	010	010	NA	NA	U	REMOVE	1959	NA
I69HR	4/8/69	NA	5/16/69	MALE	HR	010	NA	NA	C	REMOVE	1969	NA
5P	3/10/67	NA	5/16/69	FEMALE	NM	055	NA	NA	C	REMOVE	1967	NA
M4	3/18/66	NA	5/3/70	FEMALE	118	118	NA	NA	E	REMOVE	1966	NA
YF	3/4/63	NA	5/19/70	FEMALE	129	129	NA	NA	E	REMOVE	1963	NA
I70024	3/3/70	NA	7/15/70	FEMALE	024	024	NA	NA	E	REMOVE	1970	NA
090	1/1/51	NA	9/3/70	FEMALE	NA	090	NA	NA	U	REMOVE	1944	NA
B2	3/13/65	NA	11/17/70	MALE	118	118	NA	NA	E	REMOVE	1965	NA
F3	4/29/65	NA	11/30/70	MALE	128	128	NA	NA	E	REMOVE	1965	NA
8U	3/13/68	NA	12/7/70	MALE	ZX	024	NA	NA	E	REMOVE	1968	NA
E9	3/12/65	NA	12/16/70	MALE	S012	128	NA	NA	E	REMOVE	1965	NA
5G	4/11/67	NA	1/12/71	FEMALE	128	128	NA	NA	E	REMOVE	1967	NA
J1	2/24/65	NA	1/27/71	FEMALE	024	024	NA	NA	E	REMOVE	1965	NA
W1	5/10/66	NA	2/16/71	MALE	IS	024	NA	NA	E	REMOVE	1966	NA
IS	4/4/60	NA	4/26/71	FEMALE	024	024	NA	NA	E	REMOVE	1960	NA
GZ	2/1/64	NA	4/26/71	MALE	037	037	NA	NA	A	REMOVE	1964	NA
TP	4/7/62	NA	4/26/71	MALE	040	040	NA	NA	A	REMOVE	1962	NA
402	3/8/71	NA	4/26/71	MALE	102	102	NA	NA	E	REMOVE	1971	NA
TI	4/6/62	NA	4/26/71	FEMALE	129	129	NA	NA	E	REMOVE	1962	NA
I71TI	3/29/71	NA	4/26/71	FEMALE	TI	129	NA	NA	E	REMOVE	1971	NA
EA	1/1/54	NA	4/26/71	FEMALE	NA	EA	NA	NA	U	REMOVE	1944	NA
102	1/1/54	NA	4/26/71	FEMALE	NA	102	NA	NA	U	REMOVE	1954	NA
221	3/5/69	NA	4/27/71	MALE	024	024	NA	NA	E	REMOVE	1969	NA
403	3/6/71	NA	4/27/71	MALE	131	131	NA	NA	E	REMOVE	1971	NA
267	3/9/69	NA	4/27/71	MALE	LW	129	NA	NA	E	REMOVE	1969	NA
340	3/27/70	NA	4/27/71	MALE	M8	102	NA	NA	E	REMOVE	1970	NA
341	2/13/70	NA	4/27/71	FEMALE	YM	128	NA	NA	E	REMOVE	1970	NA
131	1/1/53	NA	4/27/71	FEMALE	NA	131	NA	NA	U	REMOVE	1952	NA
222	3/17/69	NA	4/30/71	MALE	102	102	NA	NA	E	REMOVE	1969	NA
7T	5/16/68	NA	4/30/71	MALE	131	131	NA	NA	E	REMOVE	1968	NA
I714S	2/26/71	NA	4/30/71	FEMALE	4S	131	NA	NA	E	REMOVE	1971	NA
I71A7	1/26/71	NA	4/30/71	FEMALE	A7	131	NA	NA	E	REMOVE	1971	NA
A7	2/24/65	NA	4/30/71	FEMALE	IR	131	NA	NA	E	REMOVE	1965	NA
4S	3/25/67	NA	4/30/71	FEMALE	IR	131	NA	NA	E	REMOVE	1967	NA
5S	3/23/67	NA	4/30/71	MALE	LW	129	NA	NA	E	REMOVE	1967	NA
8Z	3/23/68	NA	4/30/71	FEMALE	LW	129	NA	NA	E	REMOVE	1968	NA
T3	2/21/66	NA	5/3/71	MALE	037	037	NA	NA	A	REMOVE	1966	NA
2P	3/3/67	NA	5/3/71	MALE	062	062	NA	NA	A	REMOVE	1967	NA
LU	2/17/61	NA	5/3/71	FEMALE	EA	EA	NA	NA	E	REMOVE	1961	NA
316	5/4/70	NA	5/3/71	FEMALE	H7	EA	NA	NA	E	REMOVE	1970	NA
9C	4/1/68	NA	5/3/71	MALE	LU	EA	NA	NA	E	REMOVE	1968	NA
I71LU	3/18/71	NA	5/3/71	MALE	LU	EA	NA	NA	E	REMOVE	1971	NA
8A	4/6/68	NA	5/3/71	MALE	S012	128	NA	NA	E	REMOVE	1968	NA
T7	3/22/66	NA	5/6/71	MALE	LU	EA	NA	NA	E	REMOVE	1966	NA
252	4/20/69	NA	5/7/71	FEMALE	118	118	NA	NA	E	REMOVE	1969	NA
329	2/20/70	NA	5/7/71	FEMALE	131	131	NA	NA	E	REMOVE	1970	NA
380	2/20/70	NA	5/7/71	MALE	H5	114	NA	NA	E	REMOVE	1970	NA
219	3/29/69	NA	5/7/71	MALE	H7	EA	NA	NA	E	REMOVE	1969	NA
364	2/15/70	NA	5/7/71	MALE	R9	129	NA	NA	E	REMOVE	1970	NA
352	3/3/70	NA	5/7/71	MALE	S013	129	NA	NA	E	REMOVE	1970	NA
357	3/9/70	NA	5/7/71	MALE	TI	129	NA	NA	E	REMOVE	1970	NA
P6	2/25/66	NA	5/10/71	MALE	062	062	NA	NA	A	REMOVE	1966	NA
9E	6/21/68	NA	5/10/71	MALE	128	128	NA	NA	E	REMOVE	1968	NA
3Z	3/17/67	NA	5/10/71	MALE	DT	22	NA	NA	A	REMOVE	1967	NA
I71IR	1/31/71	NA	5/10/71	MALE	IR	131	NA	NA	E	REMOVE	1971	NA
342	2/19/70	NA	5/10/71	FEMALE	J1	024	NA	NA	E	REMOVE	1970	NA
D8	3/21/65	NA	5/10/71	FEMALE	LW	129	NA	NA	E	REMOVE	1965	NA
V8	3/18/66	NA	5/10/71	MALE	UW	093	NA	NA	A	REMOVE	1966	NA
7Z	3/2/68	NA	5/14/71	FEMALE	TI	129	NA	NA	E	REMOVE	1968	NA
3F	4/2/67	NA	5/17/71	FEMALE	131	131	NA	NA	E	REMOVE	1967	NA
I713F	4/11/71	NA	5/17/71	FEMALE	3F	131	NA	NA	E	REMOVE	1971	NA
I715N	4/13/71	NA	5/17/71	FEMALE	5N	EA	NA	NA	E	REMOVE	1971	NA
328	2/26/70	NA	5/17/71	FEMALE	D8	129	NA	NA	E	REMOVE	1970	NA
I8	6/7/65	NA	5/17/71	FEMALE	EA	EA	NA	NA	E	REMOVE	1965	NA
5N	3/3/67	NA	5/17/71	FEMALE	EA	EA	NA	NA	E	REMOVE	1967	NA
270	3/29/69	NA	5/17/71	MALE	I8	EA	NA	NA	E	REMOVE	1969	NA
I71I8	2/6/71	NA	5/17/71	MALE	I8	EA	NA	NA	E	REMOVE	1971	NA
345	3/13/70	NA	5/17/71	MALE	OE	EA	NA	NA	E	REMOVE	1970	NA
9B	2/3/68	NA	5/17/71	FEMALE	S013	129	NA	NA	E	REMOVE	1968	NA
7V	3/30/68	NA	5/17/71	FEMALE	TA	118	NA	NA	E	REMOVE	1968	NA
353	2/27/70	NA	5/17/71	FEMALE	TA	118	NA	NA	E	REMOVE	1970	NA
3S	3/13/67	NA	5/17/71	FEMALE	YM	128	NA	NA	E	REMOVE	1967	NA
I71D8	4/16/71	NA	5/20/71	MALE	D8	129	NA	NA	E	REMOVE	1971	NA
7Y	3/15/68	NA	5/21/71	MALE	102	102	NA	NA	E	REMOVE	1968	NA
7X	2/25/68	NA	5/27/71	FEMALE	118	118	NA	NA	E	REMOVE	1968	NA
237	6/3/69	NA	6/10/71	MALE	IS	024	NA	NA	E	REMOVE	1969	NA
251	3/27/69	NA	6/10/71	MALE	TA	118	NA	NA	E	REMOVE	1969	NA
OJ	2/20/64	NA	8/2/71	MALE	007	007	NA	NA	A	REMOVE	1964	NA
FA	3/29/61	NA	8/3/71	MALE	003	003	NA	NA	C	REMOVE	1961	NA
9J	6/17/68	NA	8/3/71	FEMALE	114	114	NA	NA	E	REMOVE	1968	NA
225	4/14/69	NA	8/3/71	FEMALE	114	114	NA	NA	E	REMOVE	1969	NA
Y	4/25/60	NA	8/3/71	MALE	118	118	NA	NA	E	REMOVE	1960	NA
S013	1/1/57	NA	8/3/71	FEMALE	129	129	NA	NA	U	REMOVE	1957	NA
I71R9	4/24/71	NA	8/3/71	MALE	R9	129	NA	NA	E	REMOVE	1971	NA
R9	3/6/65	NA	8/3/71	FEMALE	S013	129	NA	NA	E	REMOVE	1965	NA
218	5/11/69	NA	8/3/71	FEMALE	S013	129	NA	NA	E	REMOVE	1969	NA
I71S013	2/24/71	NA	8/3/71	MALE	S013	129	NA	NA	E	REMOVE	1971	NA
JQ	2/18/61	NA	8/6/71	MALE	092	092	NA	NA	A	REMOVE	1961	NA
H5	5/10/65	NA	8/6/71	FEMALE	114	114	NA	NA	E	REMOVE	1965	NA
TA	3/24/62	NA	8/6/71	FEMALE	118	118	NA	NA	E	REMOVE	1962	NA
7U	5/22/68	NA	8/6/71	MALE	ED	EA	NA	NA	E	REMOVE	1968	NA
I71H5	4/20/71	NA	8/6/71	FEMALE	H5	114	NA	NA	E	REMOVE	1971	NA
I71TA	2/28/71	NA	8/6/71	MALE	TA	118	NA	NA	E	REMOVE	1971	NA
8X	3/21/68	NA	8/6/71	FEMALE	YM	128	NA	NA	E	REMOVE	1968	NA
WP	4/17/64	NA	8/18/71	FEMALE	102	102	NA	NA	E	REMOVE	1964	NA
OE	2/15/63	NA	8/18/71	FEMALE	ED	EA	NA	NA	E	REMOVE	1963	NA
I71OE	4/23/71	NA	8/18/71	MALE	OE	EA	NA	NA	E	REMOVE	1971	NA
G7	4/16/65	NA	8/26/71	MALE	DL	AC	NA	NA	F	REMOVE	1965	NA
ET	5/29/59	NA	9/2/71	MALE	046	046	NA	NA	U	REMOVE	1959	NA
UG	3/1/62	NA	9/2/71	FEMALE	119	119	NA	NA	A	REMOVE	1962	NA
WV	3/26/64	NA	9/3/71	MALE	022	022	NA	NA	F	REMOVE	1964	NA
AN	3/15/58	NA	9/27/71	MALE	116	116	NA	NA	U	REMOVE	1958	NA
FP	4/26/64	NA	9/27/71	MALE	DL	AC	NA	NA	F	REMOVE	1964	NA
344	3/4/70	NA	9/27/71	MALE	LU	EA	NA	NA	E	REMOVE	1970	NA
GQ	3/17/64	NA	9/29/71	MALE	AE	AE	NA	NA	C	REMOVE	1964	NA
U	4/5/60	NA	10/3/71	MALE	102	102	NA	NA	E	REMOVE	1960	NA
026	1/1/53	NA	10/3/71	MALE	NA	026	NA	NA	U	REMOVE	1953	NA
H8	4/6/65	NA	10/4/71	MALE	102	102	NA	NA	E	REMOVE	1965	NA
